date,temperature,windspeed,precipitation
2023-04-29,11.8,6.0,0.0
2023-05-06,12.2,11.7,0.1
2023-05-13,14.0,22.7,0.0
2023-05-20,14.6,20.6,0.0
2023-05-27,14.6,17.1,0.0
2023-06-03,16.2,18.9,0.0
2023-06-10,23.3,16.6,0.0
2023-06-17,21.2,8.0,0.0
2023-06-24,20.1,14.5,0.0
2023-07-01,19.2,21.8,0.0
2023-07-08,19.4,14.2,2.7
2023-07-15,16.9,40.3,0.1
2023-07-22,15.9,27.2,0.3
2023-07-29,17.9,28.5,0.3
2023-08-05,15.0,33.2,0.2
2023-08-12,17.8,30.1,0.5
2023-08-19,18.8,29.2,0.1
2023-08-26,15.4,21.7,3.5
2023-09-02,17.7,8.9,0.0
2023-09-09,24.4,3.4,0.0
2023-09-16,20.8,10.0,0.0
2023-09-23,12.7,10.6,0.0
2023-09-30,16.7,9.7,0.0
2023-10-07,17.8,20.2,0.0
2023-10-14,10.7,16.6,0.0
2023-10-21,13.7,25.3,0.2
2023-10-28,13.5,28.4,0.0
2023-11-04,10.3,40.6,1.1
2023-11-11,5.9,12.5,0.0
2023-11-18,13.4,32.8,2.8
2023-11-25,0.7,13.8,0.0
2023-12-02,-2.1,12.0,0.0
2023-12-09,10.6,33.9,2.5
2023-12-16,10.3,16.6,0.0
2023-12-23,9.5,24.8,0.0
2023-12-30,10.0,32.1,0.1
2024-01-01,7.6,23.8,0.0
2024-01-06,4.0,13.0,0.0
2024-01-13,2.3,10.7,0.0
2024-01-20,3.9,26.1,0.0
2024-01-27,6.2,14.8,0.0
2024-02-03,9.7,21.3,0.0
2024-02-10,9.3,13.4,0.0
2024-02-17,10.0,17.8,0.1
2024-02-24,6.2,7.4,0.0
2024-03-02,5.3,27.7,0.2
2024-03-09,8.4,24.2,0.5
2024-03-16,8.0,3.4,0.0
2024-03-23,6.9,28.4,0.0
2024-03-30,10.1,8.2,0.1
2024-04-06,15.4,27.1,0.0
2024-04-13,13.2,19.4,0.0
2024-04-20,7.8,23.8,0.0
2024-04-27,11.0,8.6,0.3
2024-05-04,12.6,14.5,0.0
2024-05-11,17.9,14.7,0.0
2024-05-18,13.7,5.2,0.9
2024-05-25,14.8,7.4,0.0
2024-06-01,13.6,23.7,0.0
2024-06-08,15.0,18.6,0.1
2024-06-15,12.9,40.5,1.2
2024-06-22,16.8,11.6,0.2
2024-06-29,17.7,3.1,0.0
2024-07-06,14.4,35.3,0.1
2024-07-13,16.2,8.3,0.0
2024-07-20,19.6,14.8,0.0
2024-07-27,17.5,8.9,0.0
2024-08-03,19.6,26.8,0.1
2024-08-10,18.8,23.8,0.0
2024-08-17,17.9,9.4,0.0
2024-08-31,17.8,23.8,0.0
2024-09-07,16.9,7.4,0.0
2024-09-14,14.3,4.0,0.0
2024-09-21,18.7,12.3,0.0
2024-09-28,9.5,11.5,0.0
2024-10-05,14.3,17.2,0.0
2024-10-12,12.5,18.4,0.5
2024-10-19,14.9,28.2,2.8
2024-10-26,14.4,3.6,0.1
2024-11-02,12.1,12.2,0.0
2024-11-09,8.5,8.4,0.0
2024-11-16,7.8,9.9,0.0
2024-11-23,9.3,46.6,0.5
2024-11-30,12.5,18.9,0.0
2024-12-07,8.3,49.7,0.0
